id,ссылка,адрес,округ,район,метро,мин_до_метро,цена,комнат,площадь,этаж,шум,окна,фото_шт,первое_фото,описание
cian_332805885,https://www.cian.ru/sale/flat/332805885/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Россия, Москва, 4-я улица Марьиной Рощи, 10к3","","",Марьина Роща,6,26990000,1,44.4,36/55,high,,23,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-4ya-marinoy-roshci-2941112029-1.jpg,"id 246171 Предлагаем к покупке квартиру 2Е формата, в ЖК MOD, на 36 этаже / 55 этажного корпуса MANN - общей площадью 44,43 м2. Окна на Восток. Вид: панорама города, Пак Соколики Лесной массив. В дополнение кладовка на -2 этаже: 7,8 м2 в цену квартиры не входит. После застройщика Отделка Whitebox была приведена в порядок - полностью перезалита новая стяжка. Этажность полностью нивелирует шум дорог. Панорамные окна в пол. Установлено Две Сплитсистемы (охлаждения воздуха). Есть Новый дизайн проект - пепредадим покупателю в подарок. Стоит отметить и просторную кухню-гостиную 21,15 кв.м. , из которых ниша кухни составила 4,65 кв.м. отличное деление комнаты позволяет сохранить зонирование простра"
cian_332658155,https://www.cian.ru/sale/flat/332658155/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, Арбат район, Новый Арбат ул., д.34","","",Смоленская,8,26990000,2,40.8,1/5,high,,21,https://images.cdn-cian.ru/images/2938034959-1.jpg,"Арт. 140821349 Существенная благодарность агенту покупателя! Инвестиционно привлекательный объект на Новом Арбате. 8 минут пешком до м. Смоленская. Посуточная сдача такой квартиры может принести среднем 11 000 руб./сутки. Тихая дизайнерская квартира. Никто не жил, ремонт делался для себя с использованием дорогостоящих материалов. Тихий зеленый оазис в самом сердце исторической Москвы! Предлагаем вашему вниманию эксклюзивную двухкомнатную квартиру с авторским дизайном, полностью готовую для комфортной жизни или высокодоходной аренды. Абсолютно тихая и уютная квартира, две изолированные комнаты! Дом расположен в тихих переулках Арбата. Это кирпичное здание 1963 года, построенное по индивидуаль"
cian_332922260,https://www.cian.ru/sale/flat/332922260/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Россия, Москва, 6-я Радиальная улица, 5к4","","",Каспийская,3,27000000,2,74.2,5/6,medium,,12,https://images.cdn-cian.ru/images/kvartira-moskva-6ya-radialnaya-ulica-2943388835-1.jpg,"Продаётся светлая и просторная квартира в одном из самых зелёных и перспективных районов Москвы. Всё готово для комфортной жизни: ремонт, техника, мебель, хранение — можно заезжать и жить. О квартире 74,2 квадратных метра продуманного стильного пространства. Уютная спальня площадью 15 метров для полноценного отдыха. Светлая кухня-гостиная, где можно и готовить, и работать, и встречать гостей. Просторная гардеробная — настоящая находка для тех, кто ценит порядок и любит удобное хранение. Современный санузел с душевой кабиной. И остеклённая лоджия, где приятно пить кофе по утрам. Ремонт выполнен в стиле спокойный лофт: мягкие тона, натуральные материалы, качественный свет. На полу — паркетная "
cian_322730591,https://www.cian.ru/sale/flat/322730591/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, Нагатинская улица","","",Нагатинская,6,27061204,1,46.3,13/49,high,,44,https://images.cdn-cian.ru/images/2807375276-1.jpg,"Продаётся просторная 1-комнатная квартира площадью 46,3 м², расположенная на 13 этаже корпуса 2.1 — идеальный выбор для тех, кто ценит эстетику высоты, панорамы города и современный премиум-класс. С декабря 2025 года совместно со Сбер действует ипотечная программа с фиксированной ставкой 13,9% на весь срок кредитования. Также доступна программа рассрочки с комфортными фиксированными платежами от 60 000 рублей до октября 2028 года. Подробности — у менеджеров отдела продаж в онлайн-чате справа. Первый Нагатинский — самый крупный жилой квартал в локации, формирующий новый облик района и задающий стандарты городского премиум-класса. Проект сочетает продуманную архитектуру, премиальные общественн"
cian_313114222,https://www.cian.ru/sale/flat/313114222/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, Северо-Восточный административный округ, район Ростокино, жилой комплекс Союз, к6","","",Ботанический сад,8,27162966,1,44.7,14/23,medium,,13,https://images.cdn-cian.ru/images/2920485299-1.jpg,"Рассрочка 0% Продаётся 1-комнатная квартира площадью 44.7 м² на 14 этаже в Жилом Комплексе ""Союз"". Квартал здоровой жизни премиум-класса с рекордным количеством олимпийских видов спорта: - Ледовая арена для хоккея и фигурного катания, - Футбольные поля для тренировок, - Спортивный зал для фехтования, - Бассейн на 6 дорожек, - Центр единоборств, - 4 крытых площадки для настольного тенниса, - 7 теннисных кортов (крытых и открытых), - 4 крытых площадки для сквоша, - Легкоатлетический стадион, - Площадки для баскетбола и волейбола. Уникальные форматы квартир с мастер-спальнями, приватными террасами, балконами, а также пентхаусы с открыточными видами на город. Все квартиры продаются с отделкой Sh"
cian_327530152,https://www.cian.ru/sale/flat/327530152/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, Отрадная улица, 4А","","",Отрадное,9,27194300,3,73.3,21/28,medium,,18,https://images.cdn-cian.ru/images/2859886836-1.jpg,"Продаётся 3-к квартира 73.3 кв.м. на 21-м этаже 28 этажного дома. Без отделки. Срок сдачи: 2 кв. 2026 г. Дом МАЛЕВИЧ - это идеальный проект мультифункционального жилого дома, в котором все элементы общественных и личных пространств тщательно продуманы и спроектированы. Здание состоит из двух объемов, один из которых сдвинут относительного другого в горизонтальной плоскости. Авторы идеи придумали совмещать различные слои и цвета бетонов в одной плоскости и рисовать картины не кистью и красками, а различными рецептами бетонов. Картины украсят полы, стены и потолки входных групп, подземного паркинга, мест общего пользования. В Доме МАЛЕВИЧ не один, а сразу 2 парковых общественных пространства, "
cian_332520088,https://www.cian.ru/sale/flat/332520088/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, ЖК Инджой","","",Водный стадион,13,27439264,2,61.2,7/35,low,,27,https://images.cdn-cian.ru/images/2936173853-1.jpg,"Прямая продажа от застройщика. В жилом квартале, расположенном в Войковском районе Москвы, продаётся 2-к квартира площадью 61.2 кв.м без отделки. Квартира расположена на 7 этаже 35-этажного дома, корпус 1, в жилом квартале бизнес-класса Инджой. Инджой отделен от Ленинградского шоссе исторической застройкой и расположен всего в одном километре от магистрали: это возможность быстро добраться до центра или в любой район города по МКАДу или ТТК. Для автомобилей в Инджой — удобный подземный паркинг с доступом на лифте. Здесь же расположены кладовые площадью от 2,1 до 9 кв. м. Усилители сотового сигнала в лифтах и паркинге позволяют вести важные разговоры, не прерываясь на полуслове. Десятки мест "
cian_329792307,https://www.cian.ru/sale/flat/329792307/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Москва, Шоссейная улица, 4Д",ЮВАО,Печатники,Печатники,9,27470987,3,61.5,3/47,high,,17,https://images.cdn-cian.ru/images/2909344505-1.jpg,"В динамично развивающемся районе Москвы, всего в 300 метрах от метро и в пешей близости от нового городского порта с протяженной набережной 13 км, свободной от автомобилей, продается 3-комнатная квартира площадью 61.50 м². без отделки. Квартира находится в корпусе жилого комплекса бизнес-класса ""Адмирал"", расположенного по адресу г. Москва, ул. Шоссейная, 4Д. (Застройщик - ""Галс Девелопмент""). Новый амбициозный проект ""Адмирал"" станет частью одного из самых перспективных районов будущего - ""Сити-2"". В пешей доступности от современных башен Вас ждут живописные Люблинские пруды, 2 усадьбы с уникальной историей и уютный парк ""Печатники"" у Перервинского плёса. Район имеет отличную транспортную д"
cian_331219960,https://www.cian.ru/sale/flat/331219960/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, 2-я Хуторская улица, 34",САО,Савёловский,Дмитровская,6,27488592,1,40.8,8/49,medium,,29,https://images.cdn-cian.ru/images/2933745068-1.jpg,"Прямая продажа от застройщика В продаже 1-комнатная квартира площадью 40.80 м² с предчистовой отделкой на 8 этаже 49 этажного дома в корпусе Кристалл. ЖК Симфония 34 - концептуально новый жилой комплекс премиум-класса с подземной парковкой, состоит из четырех башен высотой 36 - 54 этажа. Квартиры сдаются с базовой (предчистовой) отделкой MR BASE или дизайнерской чистовой отделкой MR READY. Высота потолков 3 - 6 метров, окна высотой до 2,6 м. Более 100 кладовых в подземной части ЖК и более 500 на этажах. Безопасность - Система контроля входа на территорию комплекса, биометрия - Система автоматического водяного пожаротушения и противопожарного водопровода, система пожарной вентиляции - Доступ "
cian_330076073,https://www.cian.ru/sale/flat/330076073/?mlSearchSessionGuid=47cec43a6de60666aa67b63cb29341cb,Россия Москва  Москва   Лукинская  8,ЗАО,Ново-Переделкино,Переделкино,13,27500000,4,90.8,2/17,high,,23,https://images.cdn-cian.ru/images/2880658384-1.jpg,"Продается просторная 4-комнатная квартира в 12 минутах ходьбы от МЦД Переделкино. Преимущества квартиры: — Удачная планировка — кухня правильной квадратной формы, 4 изолированные жилые комнаты, раздельный санузел, вместительная лоджия. — Высокий 2 этаж, квартира на две стороны, из окон открывается вид на тихий двор и улицу. — Идеальные документы: 1 взрослый собственник, документы основания ДКП 2012 года, без обременений, без перепланировок, легкая альтернатива. Преимущества дома: — Дом 2009 года постройки; — Два лифта: пассажирский и грузовой; — Консьерж, которая следит за чистотой и безопасностью в доме; — Спокойные и порядочные соседи; — Благоустроенная придомовая территория: много мест дл"
cian_331659903,https://www.cian.ru/sale/flat/331659903/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Россия, Москва, квартал № 100, 1к2","","","",43,27500000,3,79.6,22/25,low,,40,https://images.cdn-cian.ru/images/2922838381-1.jpg,"Номер в базе: 13305912. Москва, ЗАО: Просторная 3-к квартира 79,6 м² в новом монолитном доме (2021 года) на 22-м этаже на полуострове у Москвы-реки с изумительными видами из окон Это идеальный выбор для тех, кто мечтает о жизни в окружении природы в экологически чистом районе с московской пропиской и инфраструктурой. Помимо прекрасной квартиры и качественной мебели преимущество этого предложения — полностью решенный вопрос с парковкой автомобиля, что является редким исключением для данной локации. Парковка: Важное преимущество для будущих владельцев Для покупателей данной квартиры вопрос парковки решен полностью и без дополнительных затрат: • Вместе с квартирой новым владельцам передаются дв"
cian_331651821,https://www.cian.ru/sale/flat/331651821/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, Часовая улица","","",Красный Балтиец,12,27627671,1,37.9,3/5,low,,12,https://images.cdn-cian.ru/images/2917715227-1.jpg,"Прямая продажа от застройщика — 1-комнатная квартира общей площадью 37.9 м², без отделки. Квартира 173 расположена на 3-м этаже 5-этажного дома, секция 6. Жилой проект премиум-класса DD:OO:MM Дом на Часовой от девелопера Dar расположен в 12 минутах пешком от метро Аэропорт. Дом находится внутри района и не граничит с шумными магистралями. До Ленинградского проспекта 4 минуты на авто, прямой выезд на ТТК — в 10 минутах. Проект состоит из семи пятиэтажных секций и двух доминант высотой 13 и 22 этажа. Неоклассическая архитектура разработана бюро СПИЧ — одним из крупнейших и наиболее успешных архитектурных бюро в России и за рубежом с реализованными проектами в Германии, Италии и ОАЭ. Высота пот"
cian_325484541,https://www.cian.ru/sale/flat/325484541/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, Центральный административный округ, Дубининская улица","","",Павелецкая,7,27645257,1,38.0,3/24,high,,20,https://images.cdn-cian.ru/images/2923011515-1.jpg,"Продаётся 1-комнатная квартира 446, площадью 38,02 м², на 3 этаже в ЖК ""Павелецкая от Гранель"" корпус 2. Стоимость — от 27645257 руб. Квартира без отделки, планировка односторонняя, окна во двор. Квартиры бизнес-класса в жилом комплексе ""Павелецкая от Гранель"" в Замоскворечье от застройщика. ""Павелецкая от Гранель"" — жилой комплекс бизнес-класса в историческом Замоскворечье, в 600 метрах от Садового кольца. Здесь современная архитектура и приватная территория сочетаются с насыщенной городской средой центра Москвы — рядом театры, музеи, рестораны, галереи и знаковые культурные пространства столицы. Архитектурная концепция объединяет корпуса переменной этажности в единый закрытый квартал. Плас"
cian_331090266,https://www.cian.ru/sale/flat/331090266/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,"Москва, ЖК Майприорити Дубровка",ЮВАО,Южнопортовый,Дубровка,4,27684125,2,63.0,6/28,medium,,0,"","Продаётся 2-комнатная квартира 64, площадью 62,95 м², на 6 этаже в ЖК ""Дубровка от Гранель"" корпус 2. Стоимость — от 27684126 руб. Квартира без отделки, планировка угловая, окна на улицу."
cian_331516377,https://www.cian.ru/sale/flat/331516377/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Россия, Москва, проспект Лихачёва, 10к3","","",Технопарк,11,27700000,1,35.5,4/12,low,,27,https://images.cdn-cian.ru/images/kvartira-moskva-lihacheva-prospekt-2911905967-1.jpg,"Продаем свeтлую однокомнатную кваpтиру c гoтовым качественным peмoнтом. Общая реальная площадь квартиры с учетом узаконенной перепланировки и утепленной лоджии 38.2м2. Удобная планиpoвкa, все продуманно для комфортного проживания. Дом расположен на первой береговой линии. выход из подъезна непосредственно на набережную.NOW это уникальный проект бизнес-класса, расположенный на набережной Москвы-реки. Архитектура жилого комплекса удачно вписана в природный ландшафт с благоустроенной береговой линией с зонами для прогулок, отдыха и бега. ЖК имеет закрытую территорию без машин с игровыми и спортивными зонами для детей, современное ландшафтное озеленение, круглосуточную охрану, видеонаблюдение, п"
cian_331230945,https://www.cian.ru/sale/flat/331230945/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, Верейская улица, 29с49","","","",14,27718330,2,63.3,2/35,low,,15,https://images.cdn-cian.ru/images/2905210303-1.jpg,"Проектируемая станция ""Верейская"" метро в 5 мин. пешком. Продаётся 2-комнатная квартира общей площадью 63.32 м² без отделки в ЖК Веер на 2-м этаже 35 этажного дома. ВЕЕР.2 — это вторая очередь жилого комплекса бизнес-класса в престижном ЗАО, где реализована концепция 15-минутного города. Всё, что нужно для комфортной жизни, работы и отдыха, находится в шаговой доступности: офисный и спортивный кластеры, государственная рейтинговая школа 1329 и детский сад, центры творчества, ресторанный бульвар, фитнес и спа-центр с 25-метровым бассейном. • Архитектура и лобби ВЕЕР.2 — это ансамбль из четырёх стеклянных башен от бюро Kleinewelt Architekten, объединённых стилобатом с благоустроенным закрытым "
cian_327996972,https://www.cian.ru/sale/flat/327996972/?mlSearchSessionGuid=c588519bf276f9708c2b895adf92b9c0,"Адрес: Москва город, г. Москва, ул Народного Ополчения","","",Октябрьское поле,13,27736050,3,59.4,2/39,low,,17,https://images.cdn-cian.ru/images/2923020134-1.jpg,"Продаётся 3-комнатная квартира 426, площадью 59,35 м², на 2 этаже в ЖК ""Мнёвники от Гранель"" корпус 1. Стоимость — от 27736051 руб. Квартира без отделки, планировка угловая, окна во двор. Квартиры бизнес-класса в жилом комплексе ""Мнёвники от Гранель"" в Хорошёво-Мнёвниках от застройщика. ЖК ""Мнёвники от Гранель"" находится в одном из самых зелёных и престижных районов северо-запада Москвы. Рядом — Москва-река, Серебряный бор и природные пространства Москворецкого парка. Здесь городская инфраструктура и удобная транспортная доступность сочетаются с редким для столицы ощущением тишины и близости к природе. Архитектурная концепция комплекса построена на выразительной квартальной застройке из разн"
cian_331903578,https://www.cian.ru/sale/flat/331903578/?mlSearchSessionGuid=97c0d497369f1966b67699588d936436,"Россия, Москва, Партизанская улица, 37",ЗАО,Кунцево,Молодёжная,12,27900000,3,65.0,2/12,low,,0,"","Здравствуй, дорогой покупатель! Я сознательно отключила функцию отправки сообщений, так как пишет много мошенников. В объявлении указано 2 контактных номера, я всегда на связи. Если вы действительно хотите прийти на просмотр — звоните, и мы договоримся о времени! О КВАРТИРЕ И РЕМОНТЕ: Продаётся стильная 3-комнатная квартира с абсолютно новым дизайнерским ремонтом под ключ. Фото настоящие, данной квартиры! * Планировка: большая кухня-гостиная и 2 изолированные спальни. * Мебель: вся корпусная мебель, а также раскладной обеденный стол и стулья изготовлены на заказ по индивидуальному дизайн-проекту (всё идеально совпадает по цвету с диваном). * Мягкая мебель: в гостиной установлен удобный раскл"
cian_332413331,https://www.cian.ru/sale/flat/332413331/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, Замоскворечье район, Летниковская ул., д.6, к.2","","",Павелецкая,8,27900000,1,46.7,13/25,high,,17,https://images.cdn-cian.ru/images/2932175316-1.jpg,"Предлагается Вашему вниманию евро двухкомнатные апартаменты, в центре столицы! В 6 мин. пешей доступности от м. Павелецкая Ключи на руках , оперативный показ! Без обременений ! Быстрый выход на сделку! Voxhall — новый жилой комплекс бизнес-класса, расположенный рядом с метро ""Павелецкая"". Здесь историческая Москва встречается с современностью. Галереи, театры и старинные церкви Замоскворечья соседствуют с новейшими бизнес-кварталами, а до знаковых культурных и деловых центров столицы легко добраться благодаря расположенному в 5-ти минутах Садовому кольцу Изысканная классика кирпичных фасадов жилого комплекса Voxhall, завораживающие виды на набережную Москвы-реки и исторический центр столицы "
cian_326773070,https://www.cian.ru/sale/flat/326773070/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,"Москва, ЖК Родина Парк, к4",ЗАО,Можайский,Давыдково,9,27938364,2,46.8,31/35,low,,0,"","В жилом кластере Родина Парк рядом с природным заказником Долина реки Сетунь продаётся 2-комнатная квартира. Продуманная европланировка, которую легко зонировать под ваши запросы. Потолки от 3,1 м. ""Родина Парк"" — премиальный семейный кластер с образовательным медиакластером, строящийся на западе Москвы в окружении природного заповедника ""Долина реки Сетуни"". • Скидки недели на избранный пул лотов • Рассрочка 0% на выгодных условиях до 2 лет • Семейная ипотека, подбор комбо-вариантов ипотечных программ прямо в офисе продаж • Скидки 8% при 100% оплате или ипотеке. ЛОКАЦИЯ: 8 минут пешком до станции БКЛ ""Давыдково"". 12 минут на автомобиле до Нового Арбата. Удобные выезды на Кутузовский проспек"
cian_327996848,https://www.cian.ru/sale/flat/327996848/?mlSearchSessionGuid=97c0d497369f1966b67699588d936436,"Адрес: Москва город, г. Москва, ул Народного Ополчения",СЗАО,Хорошёво-Мнёвники,Октябрьское поле,16,27979062,3,59.9,2/27,low,,0,"","Продаётся 3-комнатная квартира 1264, площадью 59,87 м², на 2 этаже в ЖК ""Мнёвники от Гранель"" корпус 1. Стоимость — от 27979062 руб. Квартира без отделки, планировка угловая, окна во двор."
cian_331939533,https://www.cian.ru/sale/flat/331939533/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,"Москва,  4-ая улица Марьиной Рощи,  вл. 12, Корпус Mod.M-Очередь 1",СВАО,Марьина Роща,Марьина Роща,6,28000000,1,44.4,36/55,high,E,0,"","ID: 246171 Предлагаем к покупке квартиру 2Е формата, в ЖК MOD, на 36 этаже / 55 этажного корпуса MANN - общей площадью 44,43 м2. Окна на Восток. Вид: панорама города, Пак Соколики Лесной массив. В дополнение кладовка на -2 этаже: 7,8 м2 в цену квартиры не входит. После застройщика Отделка Whitebox была приведена в порядок - полностью перезалита новая стяжка. Этажность полностью нивелирует шум дорог. Панорамные окна в пол. Установлено Две Сплитсистемы (охлаждения воздуха). Есть Новый дизайн проект - пепредадим покупателю в подарок. Стоит отметить и просторную кухню-гостиную 21,15 кв.м. , из которых ниша кухни составила 4,65 кв.м. отличное деление комнаты позволяет сохранить зонирование простр"
cian_325963540,https://www.cian.ru/sale/flat/325963540/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,"Москва, Часовая улица",САО,Аэропорт,Красный Балтиец,12,28108538,1,42.9,2/5,low,,0,"","Прямая продажа от застройщика — 1-комнатная квартира общей площадью 42.9 м², без отделки. Квартира 100 расположена на 2-м этаже 5-этажного дома, секция 2. Жилой проект премиум-класса DD:OO:MM Дом на Часовой от девелопера Dar расположен в 12 минутах пешком от метро Аэропорт. Дом находится внутри района и не граничит с шумными магистралями. До Ленинградского проспекта 4 минуты на авто, прямой выезд на ТТК — в 10 минутах. Проект состоит из семи пятиэтажных секций и двух доминант высотой 13 и 22 этажа. Неоклассическая архитектура разработана бюро СПИЧ — одним из крупнейших и наиболее успешных архитектурных бюро в России и за рубежом с реализованными проектами в Германии, Италии и ОАЭ. Высота пот"
cian_327996806,https://www.cian.ru/sale/flat/327996806/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,"Адрес: Москва город, г. Москва, ул Народного Ополчения",СЗАО,Хорошёво-Мнёвники,Октябрьское поле,16,28152063,2,61.0,3/27,low,,0,"","Продаётся 2-комнатная квартира 1266, площадью 61,02 м², на 3 этаже в ЖК ""Мнёвники от Гранель"" корпус 1. Стоимость — от 28152064 руб. Квартира без отделки, планировка односторонняя, окна на улицу."
cian_328263363,https://www.cian.ru/sale/flat/328263363/?mlSearchSessionGuid=c9c1b9e4ee74363aa19172767513c7e8,"Москва, Автозаводская улица, 24к1","","",Тульская,17,28184177,2,56.5,10/16,high,,21,https://images.cdn-cian.ru/images/2885471748-1.jpg,"Продается просторный двухкомнатный лот от застройщика в Доме на набережной Инсайдер. Сервисные лоты с системой ""умный дом"" на первой линии Москвы-реки. Лот расположен на 10 этаже в секции 2.2. Европланировка, просторная кухня-гостиная, 2 санузла. В лоте 9 панорамных окон в пол с видами на восходящее солнце. Отельный сервис от управляющей компании. Апарт-отель Инсайдер это полностью готовые к сдаче в аренду и проживанию апартаменты под доверительным управлением профессионального гостиничного оператора Зенит. В интересах инвестора действует федеральный отельный оператор, который занимается эксплуатацией и сдачей апартаментов в аренду. Такой подход обеспечивает инвесторам ежемесячный доход согл"
cian_325479907,https://www.cian.ru/sale/flat/325479907/?mlSearchSessionGuid=9284a4b8dcc49b48fbbadc68a3a5883f,"Москва, Южный административный округ, Даниловский район, улица Архитектора Щусева",ЮАО,Даниловский,ЗИЛ,17,28344234,2,52.2,9/43,high,,0,"","Продается 2-комн. кв-ра площадью 52.20 кв.м на 9 этаже 43 этажного монолитно-кирпичного дома в ЖК ""ЗИЛАРТ"" от Группа ЛСР. ЗИЛАРТ МАРК — премиальный дом на первой линии Москвы-реки в жилом квартале ""ЗИЛАРТ"". Дом состоит из трех жилых корпусов: 12, 18 и 43 этажей. Архитектура уникальна: разноцветные сегменты витражей панорамного остекления подобны полотнам Пита Мондриана. Терраса на 35 этаже для резидентов. Роскошная отделка лобби. Премиальное инженерное оборудование. Квартиры с террасами и двухуровневые квартиры. ЗИЛАРТ МАРК располагается в шаговой доступности сразу от четырех важных объектов столичной транспортной сети: двух станций метро (""Нагатинская"" Серпуховско-Тимирязевской линии и неда"
cian_332520916,https://www.cian.ru/sale/flat/332520916/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, улица Ивана Франко","","",Кунцевская,12,28381611,1,40.5,13/30,high,,17,https://images.cdn-cian.ru/images/2941170378-1.jpg,"Цены указаны с условием 100% оплаты и стандартной ипотеки. Продаётся 1-к. квартира номер 626 общей площадью 40.47 кв.м. на 13-м этаже 30 этажного дома в жилом комплексе бизнес-класса ""Индиво"" от девелопера FORMA. ЖК расположен в 5 минутах от Кутузовского проспекта, в историческом районе Кунцево, с панорамным видом на Москва-Сити, МГУ и Живописный мост. Основные преимущества проекта: • Пешая доступность до хаба ""Кунцевская"" (10 минут). • 5 мин. до проспектов Кутузовского и Багратиона — главных транспортных артерий западного направления столицы. • Дом трёх высот: 44, 12 и 30 этажей • Виды на башни ""Москва-Сити"", МГУ и Живописный мост из окон квартир. • Высокие потолки до 3.5 м и панорамные окн"
cian_329905845,https://www.cian.ru/sale/flat/329905845/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, Севастопольский проспект, 22А","","",Крымская,19,28400000,1,47.7,22/42,low,,33,https://images.cdn-cian.ru/images/2876902884-1.jpg,"Id 63546. В ПРОДАЖЕ КВАРТИРА ФОРМАТА ЕВРО-ДВА 47,7 м² РАССМОТРЯТ ОБМЕН НА 3-КОМНАТНУЮ С ДОПЛАТОЙ ! - Удобная планировка , качественный дизайнерский ремонт ! - Видовые террасы с панорамным видом на всю Москву для всех жителей данного ЖК! - Потрясающая инфраструктура ! - Функциональная наполняемость квартиры ! О КВАРТИРЕ: - Просторная квартира формата евро-два с продуманной планировкой предлагает высокий уровень комфорта и стиля. - Квартира оборудована дизайнерской мебелью и современной техникой, обеспечивая полную готовность для проживания или же для сдачи в аренду. - Большая кухня-гостиная с панорамными окнами, встраиваемый кухонный гарнитур , варочная панель , духовой шкаф , холодильник и п"
cian_331812531,https://www.cian.ru/sale/flat/331812531/?mlSearchSessionGuid=78a0666744577009d6ebe85c885a6bab,"Москва, Верейская улица, 29с49","","","",14,28408836,1,53.2,9/35,low,,14,https://images.cdn-cian.ru/images/2918451036-1.jpg,"Проектируемая станция ""Верейская"" метро в 5 мин. пешком. Продаётся 1-комнатная квартира общей площадью 53.22 м² без отделки в ЖК Веер на 9-м этаже 35 этажного дома. ВЕЕР.2 — это вторая очередь жилого комплекса бизнес-класса в престижном ЗАО, где реализована концепция 15-минутного города. Всё, что нужно для комфортной жизни, работы и отдыха, находится в шаговой доступности: офисный и спортивный кластеры, государственная рейтинговая школа 1329 и детский сад, центры творчества, ресторанный бульвар, фитнес и спа-центр с 25-метровым бассейном. • Архитектура и лобби ВЕЕР.2 — это ансамбль из четырёх стеклянных башен от бюро Kleinewelt Architekten, объединённых стилобатом с благоустроенным закрытым "
cian_330823040,https://www.cian.ru/sale/flat/330823040/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,"Москва, Летниковская улица, 11к1",ЮАО,Даниловский,Павелецкая,17,28417518,1,25.7,5/26,high,,0,"","Продажа от застройщика PIONEER. 1-комнатная квартира площадью 25.70 м² на 5 этаже 26-этажной башни в премиальном комплексе HIGH LIFE, вблизи исторического Замоскворечья. Жилой комплекс всего в 5 минутах от Садового кольца. Архитектура от бюро ADM задает выразительный силуэт, а панорамное остекление и эркеры раскрывают виды на знаковые точки Москвы - Кремль, МГУ, Москва-Сити и Дом музыки. HIGH LIFE - это символ настоящей премиальной жизни, как она есть. Здесь нет места иллюзиям и надуманным ценностям. Это пространство для тех, кто ищет не просто комфорт и статус, а гармонию, подлинность и смысл в каждом аспекте своей повседневности. Это образ жизни, который отвечает самым высоким требованиям "
cian_331103353,https://www.cian.ru/sale/flat/331103353/?mlSearchSessionGuid=92cba698b32e131df9d7cc9b7e0152cd,"Москва, улица Берзарина, 37",СЗАО,Хорошёво-Мнёвники,Серебряный Бор,10,28422215,1,31.0,10/20,low,,0,"","Продаётся 1-комнатная квартира площадью 31.0 м² на 10 этаже в ЖК ""Квартал Серебряный бор"" — клубном квартале премиум-класса от девелопера St MICHAEL на ул. Берзарина, 37 в районе Хорошёво-Мневники. В 7 минутах от природного заповедника Серебряный бор и набережной Москвы-реки. Ключи 2 кв. 2027. Планировка и характеристики: — Этаж: 10 из 25 — Высота потолков: 3 м — Панорамные окна в пол — Состояние: без отделки — Свободная планировка Компактная квартира с продуманным зонированием: отдельная спальня и кухня-гостиная формируют приватную и общую зоны. Планировка подходит для одного человека или пары — предусмотрены сценарии для отдыха, работы и приема гостей. Каждый метр используется рационально "
